,submission_id,submission_state,education,employment_status,financial_situation,percentage,does_home_shows_severe_deficit_of_electricity,age,geography,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_there_teachers_at_scheduled_class_hours,are_children_attending_face_to_face_classes,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
2629,4510615485022208,Anzoátegui,5,I am a student,Bad_situation,0.95,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,0,0,1,0
2630,5628224628588544,Anzoátegui,8,I am a student,Midium_situation,0.95,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,1,Female,1,0,0,1,0
2631,6244345488605184,Anzoátegui,9,"I work full-time, either as an employee or self-employed",Better_situation,0.95,1,16 to 25 years old,City center or metropolitan area,No,1,1,Irregularly,0,0,Male,1,0,0,0,0
2632,6069211687550976,Anzoátegui,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.95,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Male,1,0,0,1,0
2633,5451042547564544,Anzoátegui,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.95,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,1,0,0,0
2634,6273508702420992,Guárico,9,I am unemployed,Bad_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,1,1,There are not enough,0,1,Male,1,0,0,0,1
2635,5141010987614208,Guárico,5,I am unable to work due to long-term illness or disability,Bad_situation,0.96,1,36 to 45 years old,Rural,No,0,0,Irregularly,1,0,Male,1,1,1,0,0
2636,5614173240426496,Guárico,9,I am unemployed,Bad_situation,0.96,1,16 to 25 years old,Rural,No,1,1,Irregularly,0,0,Male,1,1,1,1,1
2637,5505348701257728,Guárico,9,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Female,1,0,0,1,1
2638,4597101429522432,Guárico,2,I am a student,Better_situation,0.96,0,16 to 25 years old,Rural,1 day,0,0,Irregularly,1,1,Male,1,0,0,1,0
2639,5085481103785984,Guárico,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,1,0,There are not enough,0,0,Female,1,0,1,1,1
2640,5572582387744768,Guárico,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,16 to 25 years old,Rural,No,0,0,There are enough,0,0,Male,1,0,0,0,0
2641,5311778283323392,Guárico,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,1,26 to 35 years old,Suburban/Peri-urban,No,1,1,There are not enough,1,0,Female,1,1,1,1,1
2642,5679314220875776,Guárico,6,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,0,1,0
2643,6679550229741568,Guárico,9,I am unemployed,Midium_situation,0.96,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,1,Male,1,1,0,1,1
2644,4531028273397760,Guárico,5,I am a student,Midium_situation,0.96,1,16 to 25 years old,Rural,No,0,0,There are enough,0,0,Female,1,0,0,1,1
2645,5501011270828032,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Good_situation,0.9,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,0,1,0,0
2646,5095909955469312,Apure,9,None of the above,Good_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,1,Female,1,1,1,0,0
2647,4585423899983872,Distrito Federal,7,I am unemployed,Midium_situation,0.9,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,1,1,0,1,0
2648,5917702756761600,Distrito Federal,9,I am unemployed,Better_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,0,1,0
2649,6273096872099840,Distrito Federal,6,I am a student and I work part-time,Bad_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,0,0
2650,4927197046636544,Distrito Federal,8,"I work full-time, either as an employee or self-employed",Bad_situation,0.9,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Female,1,0,1,0,0
2651,6686535977271296,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,0,Over 45 years old,Rural,No,1,0,There are enough,0,0,Female,1,0,0,1,0
2652,4831397197119488,Distrito Federal,9,None of the above,Better_situation,0.9,0,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,1,1,0,0
2653,6189345009827840,Distrito Federal,8,I am a student,Midium_situation,0.9,1,16 to 25 years old,City center or metropolitan area,No,1,0,Irregularly,1,1,Male,1,0,0,1,1
2654,5585967133229056,Apure,5,None of the above,Good_situation,0.96,1,26 to 35 years old,Rural,No,1,1,There are not enough,1,1,Male,1,1,1,1,1
2655,4639352717312000,Apure,10,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,1,0,0
2656,4617931635032064,Distrito Federal,5,"I work part-time, either as an employee or self-employed",Better_situation,0.9,1,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,1,1,1,0
2657,5683555014541312,Apure,5,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,36 to 45 years old,Rural,No,0,0,Irregularly,1,1,Female,1,0,1,1,1
2658,5467146661658624,Distrito Federal,5,I am unemployed,Better_situation,0.9,1,16 to 25 years old,Suburban/Peri-urban,Every day,1,1,There are enough,0,1,Female,1,1,1,1,1
2659,4709972901625856,Apure,6,I am unemployed,Midium_situation,0.96,1,26 to 35 years old,Rural,No,1,1,There are not enough,0,1,Male,1,0,0,0,0
2660,5340779731222528,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,1,1,Irregularly,1,0,Female,1,0,1,1,1
2661,5366675632553984,Distrito Federal,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,1,1,Female,1,0,1,1,0
2662,6146069791768576,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,0,1,0,0
2663,4767749825101824,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Good_situation,0.9,1,16 to 25 years old,Suburban/Peri-urban,No,1,1,There are not enough,0,1,Male,1,1,1,1,1
2664,6703075762110464,Distrito Federal,4,I am unemployed,Midium_situation,0.9,1,16 to 25 years old,Rural,No,0,0,There are enough,0,1,Female,1,1,1,1,1
2665,5404676630773760,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,Over 45 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Male,1,1,1,1,1
2666,4792366094614528,Carabobo,9,I am unemployed,Bad_situation,0.93,0,26 to 35 years old,Suburban/Peri-urban,No,1,0,There are not enough,0,0,Female,1,1,1,1,0
2667,6090577941889024,Carabobo,8,I am a student,Bad_situation,0.93,0,16 to 25 years old,Rural,1 day,1,1,There are enough,1,1,Male,1,1,1,1,1
2668,6528774664617984,Bolívar,5,I am a student and I work part-time,Good_situation,0.96,0,16 to 25 years old,Rural,No,0,0,Irregularly,1,1,Female,1,0,0,1,0
2669,6135825690787840,Sucre,8,I am a student,Bad_situation,0.98,0,16 to 25 years old,Rural,No,1,1,Irregularly,0,1,Female,1,1,1,0,1
2670,4514876008693760,Miranda,6,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,1,1,1,1,0
2671,4901906198822912,Miranda,8,I am a student and I work part-time,Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,1,1,0
2672,6312106902421504,Vargas,10,"I work full-time, either as an employee or self-employed",Bad_situation,0.9340446876424989,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,1,1,0,1,0
2673,4982041379864576,Sucre,3,I am a student,Bad_situation,0.98,0,16 to 25 years old,Rural,No,0,1,Irregularly,0,1,Female,1,0,0,1,1
2674,5843778517860352,Bolívar,8,I am a student,Bad_situation,0.96,0,16 to 25 years old,Rural,No,1,1,There are not enough,0,1,Male,1,1,1,1,0
2675,6002326631612416,Bolívar,7,I am retired,Good_situation,0.96,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Male,1,0,0,1,1
2676,6281297508171776,Bolívar,7,I am unemployed,Better_situation,0.96,1,16 to 25 years old,Suburban/Peri-urban,No,0,1,Irregularly,1,1,Male,1,1,1,1,0
2677,6087522055880704,Bolívar,7,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.96,0,26 to 35 years old,Rural,No,1,0,There are not enough,0,0,Female,1,1,0,1,0
2678,4695780266082304,Bolívar,6,I am a student,Midium_situation,0.96,1,16 to 25 years old,Rural,No,0,1,Irregularly,1,1,Female,1,1,1,1,1
2679,5167538601459712,Miranda,4,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Rural,No,0,0,Irregularly,0,0,Male,1,0,1,0,0
2680,4615890586042368,Trujillo,6,I am a student and I work part-time,Better_situation,0.97,1,16 to 25 years old,Suburban/Peri-urban,No,0,1,There are not enough,1,0,Male,1,1,1,1,0
2681,4753009497341952,Carabobo,9,"I work full-time, either as an employee or self-employed",Better_situation,0.93,1,36 to 45 years old,Suburban/Peri-urban,4 days,1,1,Irregularly,0,0,Female,1,1,0,1,0
2682,4968727048355840,Carabobo,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,1,0,1,1,0
2683,4642877811720192,Carabobo,3,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Male,1,1,1,1,0
2684,5982820702093312,Carabobo,9,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.93,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,1,0,0,1,1
2685,6544264514502656,Carabobo,4,I am a student,Bad_situation,0.93,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,1,0,Female,1,0,0,1,1
2686,6292648284651520,Carabobo,4,I am a student and I work part-time,Good_situation,0.93,0,16 to 25 years old,Suburban/Peri-urban,2 days,0,0,There are not enough,1,1,Male,1,1,0,0,0
2687,4928111086141440,Carabobo,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,0,1
2688,6563097744769024,Carabobo,8,I am a student,Better_situation,0.93,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,1,1,0,0
2689,4971896180572160,Carabobo,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
2690,5572631058448384,Carabobo,10,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,1,26 to 35 years old,Rural,1 day,1,1,Irregularly,0,1,Male,1,1,1,1,1
2691,6332121466798080,Carabobo,6,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,0,26 to 35 years old,Suburban/Peri-urban,Every day,0,0,Irregularly,0,1,Female,1,0,0,1,0
2692,6681532474589184,Carabobo,7,"I work part-time, either as an employee or self-employed",Better_situation,0.93,0,Over 45 years old,City center or metropolitan area,Every day,0,0,There are not enough,0,0,Male,1,0,1,1,0
2693,6695823185543168,Carabobo,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,0,36 to 45 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Male,1,0,0,1,1
2694,6611420757360640,Carabobo,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,1,0,1,0,1
2695,6437927113719808,Carabobo,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,1,0,0,1,0
2696,4814252643975168,Carabobo,5,I am a student and I work part-time,Midium_situation,0.93,1,16 to 25 years old,City center or metropolitan area,No,1,1,There are enough,1,1,Female,1,1,1,1,1
2697,6626292366835712,Carabobo,8,I am unemployed,Midium_situation,0.93,0,Over 45 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Female,1,0,1,1,0
2698,5182712234377216,Carabobo,6,"I work full-time, either as an employee or self-employed",Bad_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,1,1,1,0
2699,4850385918623744,Distrito Federal,4,I am unemployed,Midium_situation,0.9,1,16 to 25 years old,Rural,Every day,0,0,Irregularly,0,0,Female,1,0,0,0,1
2700,6641365420343296,Distrito Federal,5,I am a student and I work part-time,Better_situation,0.9,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,0,0
2701,6007614742986752,Carabobo,9,"I work part-time, either as an employee or self-employed",Better_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Female,1,1,1,0,0
2702,5260255251660800,Distrito Federal,7,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,1,1,1,0
2703,5989769741074432,Carabobo,5,"I work full-time, either as an employee or self-employed",Better_situation,0.93,0,16 to 25 years old,City center or metropolitan area,Every day,0,0,There are enough,1,0,Female,1,1,1,0,0
2704,5921711504752640,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
2705,4694340680286208,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,1,1,Irregularly,0,1,Male,1,0,1,1,0
2706,6634574473068544,Carabobo,9,I am unemployed,Midium_situation,0.93,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,1,0
2707,6569153782874112,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,0,1,1,0
2708,5846633379266560,Carabobo,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.93,1,16 to 25 years old,Rural,Every day,0,1,Irregularly,0,0,Female,1,1,1,0,1
2709,5256804530651136,Distrito Federal,8,"I work full-time, either as an employee or self-employed",Bad_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,1,0,There are not enough,0,1,Male,1,0,0,1,1
2710,5857183999983616,Distrito Federal,6,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,Every day,1,0,There are enough,0,1,Female,1,0,0,1,0
2711,4576888592007168,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,1 day,1,0,Irregularly,0,0,Female,1,1,1,1,1
2712,4661098405167104,Miranda,9,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.88,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,0,1,0
2713,6117302503473152,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,0,Over 45 years old,Rural,No,0,0,There are enough,0,0,Female,1,0,1,0,0
2714,4549016267522048,Distrito Federal,10,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,1,0
2715,5589631210094592,Distrito Federal,4,I am a student,Good_situation,0.9,0,16 to 25 years old,City center or metropolitan area,Every day,0,1,There are enough,0,0,Non-Binary,1,1,1,1,0
2716,6731576980537344,Distrito Federal,5,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,0,0
2717,5875833653952512,Distrito Federal,8,I am a student and I work part-time,Bad_situation,0.9,1,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
2718,5307565591494656,Distrito Federal,8,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,1,1,0,0
2719,4809200403480576,Miranda,10,"I work part-time, either as an employee or self-employed",Better_situation,0.88,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,1,1,1
2720,4801537997275136,Miranda,5,I am a student,Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,1,1,0,0
2721,6367296057769984,Miranda,9,I am unemployed,Better_situation,0.88,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Male,1,0,0,0,0
2722,6541399519657984,Distrito Federal,9,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,1,1,1,0
2723,5542302130110464,Miranda,3,I am a student,Midium_situation,0.88,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are not enough,1,0,Male,1,1,1,0,1
2724,5255493760319488,Distrito Federal,5,I am a student,Good_situation,0.9,1,16 to 25 years old,City center or metropolitan area,2 days,1,1,There are not enough,1,1,Female,1,1,1,0,1
2725,5869765083267072,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,1,0,0,1,1
2726,5420561349214208,Miranda,6,I am a student,Better_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Prefer not to answer,1,1,0,0,0
2727,5317398600351744,Miranda,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,Rural,No,0,0,Irregularly,0,0,Female,1,0,0,1,0
2728,4627158298525696,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,1,0
2729,6441835466850304,Distrito Federal,10,I am unemployed,Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,Every day,0,0,Irregularly,0,0,Male,1,1,1,0,0
2730,5336027417018368,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,1,26 to 35 years old,Rural,No,1,1,Irregularly,0,1,Male,1,0,0,0,0
2731,4871146398023680,Distrito Federal,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,1,1,1,0
2732,6199311615655936,Distrito Federal,6,None of the above,Midium_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,0,1,1,0
2733,4747417584140288,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,1,26 to 35 years old,Rural,Every day,1,1,There are enough,1,1,Male,1,1,1,1,1
2734,4905626798129152,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Better_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,0,0
2735,6079068599746560,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Good_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
2736,5624063224709120,Monagas,10,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,1,0,0,0
2737,6331048597389312,Monagas,9,I am unemployed,Bad_situation,0.97,1,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Prefer not to answer,1,1,1,0,0
2738,5327093213954048,Monagas,5,I am a student,Bad_situation,0.97,1,16 to 25 years old,Rural,No,1,1,There are enough,1,1,Female,1,1,1,1,1
2739,6309093664096256,Monagas,8,I am a student and I work part-time,Good_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,1,0,0,0,1
2740,5843205945032704,Monagas,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.97,1,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,1,1,0,1,0
2741,5325330935185408,Falcón,8,"I work part-time, either as an employee or self-employed",Better_situation,0.97,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,1,1,1,0
2742,6400688774184960,Falcón,6,"I work full-time, either as an employee or self-employed",Bad_situation,0.97,1,36 to 45 years old,City center or metropolitan area,No,1,1,There are enough,1,0,Male,1,1,1,1,1
2743,6446265926942720,Falcón,7,"I work part-time, either as an employee or self-employed",Better_situation,0.97,1,Over 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Male,1,0,0,0,1
2744,6084706922921984,Falcón,8,I am a student,Bad_situation,0.97,0,26 to 35 years old,City center or metropolitan area,No,1,1,Irregularly,0,1,Male,1,0,0,1,1
2745,6026968536711168,Falcón,9,I am unemployed,Bad_situation,0.97,1,36 to 45 years old,City center or metropolitan area,No,1,1,Irregularly,1,0,Male,1,1,1,0,0
2746,5171741898047488,Carabobo,5,I am unemployed,Good_situation,0.93,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,0,Female,1,1,1,1,0
2747,4899823542337536,Carabobo,5,I am a student,Good_situation,0.93,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,1,0,1,1,0
2748,6541362207129600,Carabobo,4,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.93,1,16 to 25 years old,Rural,No,1,1,There are not enough,0,0,Female,1,1,1,1,0
2749,4922605474938880,Zulia,6,"I work part-time, either as an employee or self-employed",Better_situation,0.96,1,26 to 35 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Male,1,0,0,0,1
2750,6312965577113600,Zulia,3,I am a student,Bad_situation,0.96,0,16 to 25 years old,Rural,No,1,0,There are not enough,1,1,Female,1,1,1,1,1
2751,4577999226929152,Zulia,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,1,1,1,0,0
2752,4787949660274688,Zulia,10,"I work full-time, either as an employee or self-employed",Good_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,1,1,1,0,1
2753,4549346510241792,Zulia,5,"I work full-time, either as an employee or self-employed",Good_situation,0.96,1,16 to 25 years old,Suburban/Peri-urban,3 days,1,1,Irregularly,1,1,Male,1,1,1,1,0
2754,5745950101602304,Zulia,7,I am unemployed,Bad_situation,0.96,1,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,1,0,1,1
2755,5894361069125632,Zulia,9,I am a student and I work part-time,Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,1,0,1,1,0
2756,6021018530611200,Zulia,9,"I work full-time, either as an employee or self-employed",Better_situation,0.96,0,16 to 25 years old,City center or metropolitan area,No,0,1,Irregularly,0,1,Male,1,0,1,1,0
2757,5158306569256960,Zulia,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,1,0,Female,1,0,0,1,0
2758,6220331101716480,Sucre,7,I am a student and I work part-time,Bad_situation,0.98,1,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,1,1,1,0,1
2759,5377734300925952,Sucre,8,I am unemployed,Bad_situation,0.98,0,26 to 35 years old,Suburban/Peri-urban,Every day,0,0,There are enough,0,0,Female,1,1,1,0,0
2760,5669658933067776,Sucre,3,None of the above,Better_situation,0.98,0,Over 45 years old,City center or metropolitan area,1 day,1,1,There are not enough,1,1,Male,1,1,1,1,1
2761,4536328330149888,Sucre,7,"I work full-time, either as an employee or self-employed",Good_situation,0.98,0,26 to 35 years old,City center or metropolitan area,2 days,1,1,Irregularly,0,0,Female,1,1,0,0,1
2762,4692989946626048,Sucre,9,"I work part-time, either as an employee or self-employed",Better_situation,0.98,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,1,0,Male,1,0,1,0,0
2763,4742929863409664,Distrito Federal,8,I am a student and I work part-time,Midium_situation,0.9,0,16 to 25 years old,City center or metropolitan area,No,0,1,Irregularly,0,1,Male,1,0,0,0,0
2764,6188418907504640,Sucre,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.98,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,1,0,0,0,0
2765,5260479277826048,Zulia,8,I am a student,Bad_situation,0.96,1,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,1,1,1,1,0
2766,5569349107843072,Sucre,9,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.98,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,1,0,0,0,0
2767,5504083044859904,Sucre,9,"I work part-time, either as an employee or self-employed",Better_situation,0.98,1,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,1,0,1,1,0
2768,6715079893712896,Zulia,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,1,1,1,0
2769,6410784598130688,Sucre,8,"I work part-time, either as an employee or self-employed",Bad_situation,0.98,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,1,0,1,1,0
2770,5533645438976000,Sucre,9,"I work full-time, either as an employee or self-employed",Better_situation,0.98,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,0,0,0
2771,6047640465965056,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Better_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,0,1,0,0
2772,5675535454961664,Sucre,7,None of the above,Bad_situation,0.98,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,1,1,1,1,0
2773,5890664461238272,Sucre,4,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.98,1,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,1,0,0
2774,5768221721624576,Distrito Federal,4,I am a student,Bad_situation,0.9,0,16 to 25 years old,City center or metropolitan area,No,0,1,Irregularly,0,0,Male,1,1,1,1,1
2775,6381761155301376,Sucre,7,I am a student,Midium_situation,0.98,0,16 to 25 years old,Rural,2 days,1,0,Irregularly,0,0,Male,1,1,0,1,0
2776,6541879952015360,Sucre,5,I am unemployed,Good_situation,0.98,0,16 to 25 years old,Rural,2 days,0,1,Irregularly,0,0,Female,1,1,1,1,1
2777,5658764194873344,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,1,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,0,0,0
2778,5236047222145024,Sucre,8,I am unemployed,Bad_situation,0.98,0,36 to 45 years old,Rural,No,0,1,Irregularly,0,0,Male,1,1,0,1,0
